review_id,title,hypothesis,method,references,novelty_1_to_5,feasibility_1_to_5,comment
033b7d17570a8cb1,learning study s10 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance.,Cross-domain transfer with randomized team composition and ablations.,demo_learning_07,,,
038d41166f3bd6e2,science study s11 approach 0,Combining Synthetic science hypothesis generation scenario 0 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_science_00,,,
03e0549318f7a039,science study s08 approach 1,Combining Synthetic science paper retrieval scenario 1 with resource-limited collaboration changes performance.,Cross-domain transfer with randomized team composition and ablations.,demo_science_01,,,
0447ad55f9144c57,learning study s19 approach 0,Combining Synthetic learning exploration scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_learning_03,,,
04588c28c1fe31e0,agents study s15 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_agents_03,,,
045e8cb4d0dbb6c9,science study s14 approach 1,Combining Synthetic science paper retrieval scenario 1 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_science_01,,,
046cf0c05fb837ab,agents study s06 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_agents_03,,,
04bee2526ff8b713,agents study s06 approach 1,Combining Synthetic agents planning scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_agents_07,,,
04bf13b720705e17,science study s05 approach 1,Combining Synthetic science paper retrieval scenario 1 with resource-limited collaboration changes performance.,Cross-domain transfer with randomized team composition and ablations.,demo_science_01,,,
04fe6768517d6b15,learning study s16 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_learning_07,,,
0599fe9e5141df22,learning study s19 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_learning_07,,,
05af7c60a2e6762f,learning study s04 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance.,Cross-domain transfer with randomized team composition and ablations.,demo_learning_07,,,
05bbda4139de9ff0,learning study s19 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_learning_07,,,
05db2e8b971a604b,agents study s06 approach 1,Combining Synthetic agents planning scenario 7 with resource-limited collaboration changes performance.,Cross-domain transfer with randomized team composition and ablations.,demo_agents_07,,,
068e243ecbc23fea,learning study s13 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance.,Cross-domain transfer with randomized team composition and ablations.,demo_learning_07,,,
06e1c98f20844bb9,agents study s18 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_agents_03,,,
07d008caaa3c97bc,learning study s04 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_learning_07,,,
087d20634945b179,learning study s13 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_learning_07,,,
0888d57c8b10c946,learning study s10 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_learning_07,,,
08ae860a2b4af0b6,learning study s01 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_learning_07,,,
08bcb867ea8e64b8,learning study s10 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance.,Cross-domain transfer with randomized team composition and ablations.,demo_learning_07,,,
08d45a31906a0a84,agents study s00 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_agents_03,,,
0925947684227a22,science study s11 approach 0,Combining Synthetic science hypothesis generation scenario 0 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_science_00,,,
092e8a2049e639c4,science study s14 approach 0,Combining Synthetic science hypothesis generation scenario 0 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_science_00,,,
09a11e2f34272d88,learning study s04 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance.,Cross-domain transfer with randomized team composition and ablations.,demo_learning_07,,,
09e7391334e36882,learning study s16 approach 0,Combining Synthetic learning exploration scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_learning_03,,,
09e8c6330b827778,agents study s06 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_agents_03,,,
0a0f9235920de2f5,learning study s19 approach 0,Combining Synthetic learning exploration scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_learning_03,,,
0a6f67a58e36e358,agents study s00 approach 1,Combining Synthetic agents planning scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_agents_07,,,
0a7df16c1c3d1307,agents study s03 approach 1,Combining Synthetic agents planning scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_agents_07,,,
0a93b8756969198e,learning study s07 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_learning_07,,,
0aba9414874bed76,learning study s01 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_learning_07,,,
0ad95fc4c586083f,agents study s12 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_agents_03,,,
0b01f9d87c498a1b,agents study s15 approach 1,Combining Synthetic agents planning scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_agents_07,,,
0b4fb4644aafdb7c,learning study s19 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_learning_07,,,
0ba8012541b4a528,agents study s15 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_agents_03,,,
0bf2bb9fc670c745,science study s11 approach 0,Combining Synthetic science hypothesis generation scenario 0 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_science_00,,,
0c10d972d8d4fdcc,learning study s19 approach 0,Combining Synthetic learning exploration scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_learning_03,,,
0c39813417ab6124,learning study s13 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_learning_07,,,
0c4b64357d73e1e4,learning study s07 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance.,Cross-domain transfer with randomized team composition and ablations.,demo_learning_07,,,
0c852bf086e04657,science study s14 approach 1,Combining Synthetic science paper retrieval scenario 1 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_science_01,,,
0c8713efdd156e90,agents study s15 approach 1,Combining Synthetic agents planning scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_agents_07,,,
0c957192a63c7af5,science study s14 approach 1,Combining Synthetic science paper retrieval scenario 1 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_science_01,,,
0cddbb8941f77db2,agents study s09 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_agents_03,,,
0ce300d527611d3f,learning study s07 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_learning_07,,,
0ce4eeef06e7e8d1,agents study s00 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_agents_03,,,
0d1d2c5a83badb2d,learning study s07 approach 0,Combining Synthetic learning exploration scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_learning_03,,,
0d2c5bebc6d2cf6e,learning study s13 approach 0,Combining Synthetic learning exploration scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_learning_03,,,
0d3403eeebc1fcb1,agents study s09 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_agents_03,,,
0d52306f2970972f,agents study s12 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_agents_03,,,
0db852dada6db96f,science study s08 approach 1,Combining Synthetic science paper retrieval scenario 1 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_science_01,,,
0dc2fe4f817597d5,agents study s00 approach 1,Combining Synthetic agents planning scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_agents_07,,,
0e26284289ff0510,agents study s00 approach 1,Combining Synthetic agents planning scenario 7 with resource-limited collaboration changes performance.,Cross-domain transfer with randomized team composition and ablations.,demo_agents_07,,,
0e50f9805ec69e6e,agents study s03 approach 1,Combining Synthetic agents planning scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_agents_07,,,
0e51e4e3c391abbf,learning study s07 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance.,Cross-domain transfer with randomized team composition and ablations.,demo_learning_07,,,
0e88aa8a4600edd8,science study s05 approach 1,Combining Synthetic science paper retrieval scenario 1 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_science_01,,,
0ead7bd15bcfeb70,agents study s03 approach 1,Combining Synthetic agents planning scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_agents_07,,,
0f04a913aad241a0,agents study s06 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_agents_03,,,
103607692e9711b4,science study s14 approach 0,Combining Synthetic science hypothesis generation scenario 0 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_science_00,,,
10853a088de51b12,learning study s04 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance.,Cross-domain transfer with randomized team composition and ablations.,demo_learning_07,,,
10e86e0420a1f2b2,science study s11 approach 0,Combining Synthetic science hypothesis generation scenario 0 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_science_00,,,
10fdd6ef8cba81c7,science study s14 approach 0,Combining Synthetic science hypothesis generation scenario 0 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_science_00,,,
110228d0f03f1a04,learning study s19 approach 0,Combining Synthetic learning exploration scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_learning_03,,,
1123f04c1247450c,science study s11 approach 0,Combining Synthetic science hypothesis generation scenario 0 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_science_00,,,
114df8d4570839b8,agents study s03 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_agents_03,,,
1152c209e190f520,agents study s03 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_agents_03,,,
1162f8aaac123eca,science study s11 approach 1,Combining Synthetic science paper retrieval scenario 1 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_science_01,,,
1187a6dcd0edb298,science study s14 approach 0,Combining Synthetic science hypothesis generation scenario 0 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_science_00,,,
11970254c2a46820,science study s02 approach 1,Combining Synthetic science paper retrieval scenario 1 with resource-limited collaboration changes performance.,Cross-domain transfer with randomized team composition and ablations.,demo_science_01,,,
11a3168941711031,learning study s01 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_learning_07,,,
120fad6ac9cc4601,learning study s13 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance.,Cross-domain transfer with randomized team composition and ablations.,demo_learning_07,,,
12896381b1cd3b87,agents study s12 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_agents_03,,,
128ed4d98ff63773,learning study s19 approach 0,Combining Synthetic learning exploration scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_learning_03,,,
12982bedb1b48f72,learning study s04 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_learning_07,,,
12aa67481f6b05a8,agents study s06 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_agents_03,,,
12b773f8d81dc6fa,science study s02 approach 1,Combining Synthetic science paper retrieval scenario 1 with resource-limited collaboration changes performance.,Cross-domain transfer with randomized team composition and ablations.,demo_science_01,,,
12bcfee4bccd0441,science study s05 approach 1,Combining Synthetic science paper retrieval scenario 1 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_science_01,,,
139240313a11f223,learning study s10 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_learning_07,,,
149b4bda71b44d2b,learning study s04 approach 0,Combining Synthetic learning exploration scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_learning_03,,,
156faa5751b5b44d,agents study s12 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_agents_03,,,
159b48518e1a0f3d,science study s05 approach 1,Combining Synthetic science paper retrieval scenario 1 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_science_01,,,
159e8c406f76915f,learning study s07 approach 0,Combining Synthetic learning exploration scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_learning_03,,,
161216ecfd4c1782,science study s08 approach 1,Combining Synthetic science paper retrieval scenario 1 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_science_01,,,
16af420b843de543,science study s17 approach 0,Combining Synthetic science hypothesis generation scenario 0 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_science_00,,,
1700f1fb24803a5b,agents study s06 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_agents_03,,,
1728e1c1c364d47e,learning study s19 approach 0,Combining Synthetic learning exploration scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_learning_03,,,
1763ce5b3922117c,learning study s01 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance.,Cross-domain transfer with randomized team composition and ablations.,demo_learning_07,,,
1767b179c86d7c64,science study s08 approach 0,Combining Synthetic science hypothesis generation scenario 0 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_science_00,,,
176bc3b7c98cf3d5,learning study s01 approach 0,Combining Synthetic learning exploration scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_learning_03,,,
17738f347bedc746,science study s17 approach 0,Combining Synthetic science hypothesis generation scenario 0 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_science_00,,,
178400fd2e1e926e,agents study s15 approach 1,Combining Synthetic agents planning scenario 7 with resource-limited collaboration changes performance.,Cross-domain transfer with randomized team composition and ablations.,demo_agents_07,,,
17885942d32b942c,agents study s06 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_agents_03,,,
17ae99181de99d50,agents study s06 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_agents_03,,,
17cfceb8152e6c31,agents study s12 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_agents_03,,,
17f38a425f3d3d17,learning study s04 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_learning_07,,,
187b864679160331,agents study s03 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_agents_03,,,
1884181afcb70612,learning study s04 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_learning_07,,,
18b4666579f0f88e,agents study s03 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_agents_03,,,
18e93e4ab51e521f,science study s05 approach 1,Combining Synthetic science paper retrieval scenario 1 with resource-limited collaboration changes performance.,Cross-domain transfer with randomized team composition and ablations.,demo_science_01,,,
191aded612f3ba3b,learning study s13 approach 0,Combining Synthetic learning exploration scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_learning_03,,,
1924f6c61566dbe3,agents study s03 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_agents_03,,,
192ee97b07a2ce33,agents study s03 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_agents_03,,,
1958bd4d37449a45,learning study s07 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance.,Cross-domain transfer with randomized team composition and ablations.,demo_learning_07,,,
1986bbe4c56a41c0,agents study s00 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_agents_03,,,
19addfe7c22f4bf3,science study s08 approach 0,Combining Synthetic science hypothesis generation scenario 0 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_science_00,,,
1a77851c2bcfa3e9,learning study s13 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_learning_07,,,
1b581e6d8597b91c,learning study s01 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_learning_07,,,
1be040189714d4be,science study s08 approach 0,Combining Synthetic science hypothesis generation scenario 0 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_science_00,,,
1c545d6a770f22a9,learning study s13 approach 0,Combining Synthetic learning exploration scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_learning_03,,,
1cdc62c387c28789,learning study s19 approach 0,Combining Synthetic learning exploration scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_learning_03,,,
1ce4092973e3001a,agents study s18 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_agents_03,,,
1d118fba27dd7724,agents study s18 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_agents_03,,,
1d4810ff65c186e3,science study s05 approach 1,Combining Synthetic science paper retrieval scenario 1 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_science_01,,,
1d5a19522bdc6f9a,learning study s19 approach 0,Combining Synthetic learning exploration scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_learning_03,,,
1d8583c0dbf7cba1,agents study s00 approach 1,Combining Synthetic agents planning scenario 7 with resource-limited collaboration changes performance. Test with matched initial states.,Cross-domain transfer with randomized team composition and ablations. Add independent runs and a no-sharing control.,demo_agents_07,,,
1de9aad3a5e6cdfb,science study s17 approach 0,Combining Synthetic science hypothesis generation scenario 0 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_science_00,,,
1e0c3f8c85d90f6a,learning study s19 approach 1,Combining Synthetic learning exploration scenario 7 with resource-limited collaboration changes performance.,Cross-domain transfer with randomized team composition and ablations.,demo_learning_07,,,
1e3b146e8eaf4fb2,learning study s07 approach 0,Combining Synthetic learning exploration scenario 3 with resource-limited collaboration changes performance.,Controlled graph benchmark and matched trials.,demo_learning_03,,,
1e564895c3a81d89,agents study s03 approach 0,Combining Synthetic agents planning scenario 3 with resource-limited collaboration changes performance. Test with matched initial states.,Controlled graph benchmark and matched trials. Add independent runs and a no-sharing control.,demo_agents_03,,,
